MovieID,movie title,Genre
99,Snow White and the Seven Dwarfs (1937),"[2, 3, 11]"
100,Fargo (1996),"[5, 7, 15]"
101,Heavy Metal (1981),"[0, 1, 2, 10, 14]"
102,"Aristocats, The (1970)","[2, 3]"
103,All Dogs Go to Heaven 2 (1996),"[2, 3, 11]"
104,Theodore Rex (1995),[4]
105,Sgt. Bilko (1996),[4]
106,Diabolique (1996),"[7, 15]"
107,Moll Flanders (1996),[7]
108,Kids in the Hall: Brain Candy (1996),[4]
109,Mystery Science Theater 3000: The Movie (1996),"[4, 14]"
110,Operation Dumbo Drop (1995),"[0, 1, 4, 16]"
111,"Truth About Cats & Dogs, The (1996)","[4, 13]"
112,Flipper (1996),"[1, 3]"
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",[7]
114,Wallace & Gromit: The Best of Aardman Animation (1996),[2]
115,"Haunted World of Edward D. Wood Jr., The (1995)",[6]
116,Cold Comfort Farm (1995),[4]
117,"Rock, The (1996)","[0, 1, 15]"
118,Twister (1996),"[0, 1, 15]"
119,Maya Lin: A Strong Clear Vision (1994),[6]
120,Striptease (1996),"[4, 5]"
121,Independence Day (ID4) (1996),"[0, 14, 16]"
122,"Cable Guy, The (1996)",[4]
123,"Frighteners, The (1996)","[4, 10]"
124,Lone Star (1996),"[7, 12]"
125,Phenomenon (1996),"[7, 13]"
126,"Spitfire Grill, The (1996)",[7]
127,"Godfather, The (1972)","[0, 5, 7]"
128,Supercop (1992),"[0, 15]"
129,Bound (1996),"[5, 7, 13, 15]"
130,Kansas City (1996),[5]
131,Breakfast at Tiffany's (1961),"[7, 13]"
132,"Wizard of Oz, The (1939)","[1, 3, 7, 11]"
133,Gone with the Wind (1939),"[7, 13, 16]"
134,Citizen Kane (1941),[7]
135,2001: A Space Odyssey (1968),"[7, 12, 14, 15]"
136,Mr. Smith Goes to Washington (1939),[7]
137,Big Night (1996),[7]
138,D3: The Mighty Ducks (1996),"[3, 4]"
139,"Love Bug, The (1969)","[3, 4]"
140,Homeward Bound: The Incredible Journey (1993),"[1, 3]"
141,"20,000 Leagues Under the Sea (1954)","[1, 3, 8, 14]"
142,Bedknobs and Broomsticks (1971),"[1, 3, 11]"
143,"Sound of Music, The (1965)",[11]
144,Die Hard (1988),"[0, 15]"
145,"Lawnmower Man, The (1992)","[0, 14, 15]"
146,Unhook the Stars (1996),[7]
147,"Long Kiss Goodnight, The (1996)","[0, 15]"
148,"Ghost and the Darkness, The (1996)","[0, 1]"
149,Jude (1996),[7]
150,Swingers (1996),"[4, 7]"
151,Willy Wonka and the Chocolate Factory (1971),"[1, 3, 4]"
152,Sleeper (1973),"[4, 14]"
153,"Fish Called Wanda, A (1988)",[4]
154,Monty Python's Life of Brian (1979),[4]
155,Dirty Dancing (1987),"[11, 13]"
156,Reservoir Dogs (1992),"[5, 15]"
157,Platoon (1986),"[7, 16]"
158,Weekend at Bernie's (1989),[4]
159,Basic Instinct (1992),"[12, 15]"
160,Glengarry Glen Ross (1992),[7]
161,Top Gun (1986),"[0, 13]"
162,On Golden Pond (1981),[7]
163,"Return of the Pink Panther, The (1974)",[4]
164,"Abyss, The (1989)","[0, 1, 14, 15]"
165,Jean de Florette (1986),[7]
166,Manon of the Spring (Manon des sources) (1986),[7]
167,Private Benjamin (1980),[4]
168,Monty Python and the Holy Grail (1974),[4]
169,"Wrong Trousers, The (1993)","[2, 4]"
170,Cinema Paradiso (1988),"[4, 7, 13]"
171,Delicatessen (1991),"[4, 14]"
172,"Empire Strikes Back, The (1980)","[0, 1, 7, 13, 14, 16]"
173,"Princess Bride, The (1987)","[0, 1, 4, 13]"
174,Raiders of the Lost Ark (1981),"[0, 1]"
175,Brazil (1985),[14]
176,Aliens (1986),"[0, 14, 15, 16]"
177,"Good, The Bad and The Ugly, The (1966)","[0, 17]"
178,12 Angry Men (1957),[7]
179,"Clockwork Orange, A (1971)",[14]
180,Apocalypse Now (1979),"[7, 16]"
181,Return of the Jedi (1983),"[0, 1, 13, 14, 16]"
182,GoodFellas (1990),"[5, 7]"
183,Alien (1979),"[0, 10, 14, 15]"
184,Army of Darkness (1993),"[0, 1, 4, 10, 14]"
185,Psycho (1960),"[10, 13, 15]"
186,"Blues Brothers, The (1980)","[0, 4, 11]"
187,"Godfather: Part II, The (1974)","[0, 5, 7]"
188,Full Metal Jacket (1987),"[0, 7, 16]"
189,"Grand Day Out, A (1992)","[2, 4]"
190,Henry V (1989),"[7, 16]"
191,Amadeus (1984),"[7, 12]"
192,Raging Bull (1980),[7]
193,"Right Stuff, The (1983)",[7]
194,"Sting, The (1973)","[4, 5]"
195,"Terminator, The (1984)","[0, 14, 15]"
196,Dead Poets Society (1989),[7]
197,"Graduate, The (1967)","[7, 13]"
198,Nikita (La Femme Nikita) (1990),[15]
199,"Bridge on the River Kwai, The (1957)","[7, 16]"
200,"Shining, The (1980)",[10]
201,Evil Dead II (1987),"[0, 1, 4, 10]"
202,Groundhog Day (1993),"[4, 13]"
203,Unforgiven (1992),[17]
204,Back to the Future (1985),"[4, 14]"
205,Patton (1970),"[7, 16]"
206,Akira (1988),"[1, 2, 14, 15]"
207,Cyrano de Bergerac (1990),"[0, 7, 13]"
208,Young Frankenstein (1974),"[4, 10]"
209,This Is Spinal Tap (1984),"[4, 7, 11]"
210,Indiana Jones and the Last Crusade (1989),"[0, 1]"
211,M*A*S*H (1970),"[4, 16]"
212,"Unbearable Lightness of Being, The (1988)",[7]
213,"Room with a View, A (1986)","[7, 13]"
214,Pink Floyd - The Wall (1982),"[7, 11, 16]"
215,Field of Dreams (1989),[7]
216,When Harry Met Sally... (1989),"[4, 13]"
217,Bram Stoker's Dracula (1992),"[10, 13]"
218,Cape Fear (1991),[15]
219,"Nightmare on Elm Street, A (1984)",[10]
220,"Mirror Has Two Faces, The (1996)","[4, 13]"
221,Breaking the Waves (1996),[7]
222,Star Trek: First Contact (1996),"[0, 1, 14]"
223,Sling Blade (1996),"[7, 15]"
224,Ridicule (1996),[7]
225,101 Dalmatians (1996),"[3, 4]"
226,Die Hard 2 (1990),"[0, 15]"
227,Star Trek VI: The Undiscovered Country (1991),"[0, 1, 14]"
228,Star Trek: The Wrath of Khan (1982),"[0, 1, 14]"
229,Star Trek III: The Search for Spock (1984),"[0, 1, 14]"
230,Star Trek IV: The Voyage Home (1986),"[0, 1, 14]"
231,Batman Returns (1992),"[0, 1, 4, 5]"
232,Young Guns (1988),"[0, 4, 17]"
233,Under Siege (1992),[0]
234,Jaws (1975),"[0, 10]"
235,Mars Attacks! (1996),"[0, 4, 14, 16]"
236,Citizen Ruth (1996),"[4, 7]"
237,Jerry Maguire (1996),"[7, 13]"
238,Raising Arizona (1987),[4]
239,Sneakers (1992),"[5, 7, 14]"
240,Beavis and Butt-head Do America (1996),"[2, 4]"
241,"Last of the Mohicans, The (1992)","[0, 13, 16]"
242,Kolya (1996),[4]
243,Jungle2Jungle (1997),"[3, 4]"
244,Smilla's Sense of Snow (1997),"[0, 7, 15]"
245,"Devil's Own, The (1997)","[0, 7, 15, 16]"
246,Chasing Amy (1997),"[7, 13]"
247,Turbo: A Power Rangers Movie (1997),"[0, 1, 3]"
248,Grosse Pointe Blank (1997),"[4, 5]"
249,Austin Powers: International Man of Mystery (1997),[4]
250,"Fifth Element, The (1997)","[0, 14]"
251,Shall We Dance? (1996),[4]
252,"Lost World: Jurassic Park, The (1997)","[0, 1, 14, 15]"
253,"Pillow Book, The (1995)","[7, 13]"
254,Batman & Robin (1997),"[0, 1, 5]"
255,My Best Friend's Wedding (1997),"[4, 13]"
256,When the Cats Away (Chacun cherche son chat) (1996),"[4, 13]"
257,Men in Black (1997),"[0, 1, 4, 14]"
258,Contact (1997),"[7, 14]"
259,George of the Jungle (1997),"[3, 4]"
260,Event Horizon (1997),"[0, 12, 14, 15]"
261,Air Bud (1997),"[3, 4]"
262,In the Company of Men (1997),[7]
263,Steel (1997),[0]
264,Mimic (1997),"[14, 15]"
265,"Hunt for Red October, The (1990)","[0, 15]"
266,Kull the Conqueror (1997),"[0, 1]"
267,unknown,[18]
268,Chasing Amy (1997),"[7, 13]"
269,"Full Monty, The (1997)",[4]
270,Gattaca (1997),"[7, 14, 15]"
271,Starship Troopers (1997),"[0, 1, 14, 16]"
272,Good Will Hunting (1997),[7]
273,Heat (1995),"[0, 5, 15]"
274,Sabrina (1995),"[4, 13]"
275,Sense and Sensibility (1995),"[7, 13]"
276,Leaving Las Vegas (1995),"[7, 13]"
277,Restoration (1995),[7]
278,Bed of Roses (1996),"[7, 13]"
279,Once Upon a Time... When We Were Colored (1995),[7]
280,Up Close and Personal (1996),"[7, 13]"
281,"River Wild, The (1994)","[0, 15]"
282,"Time to Kill, A (1996)",[7]
283,Emma (1996),"[7, 13]"
284,Tin Cup (1996),"[4, 13]"
285,Secrets & Lies (1996),[7]
286,"English Patient, The (1996)","[7, 13, 16]"
287,Marvin's Room (1996),[7]
288,Scream (1996),"[10, 15]"
289,Evita (1996),"[7, 11]"
290,Fierce Creatures (1997),[4]
291,Absolute Power (1997),"[12, 15]"
292,Rosewood (1997),[7]
293,Donnie Brasco (1997),"[5, 7]"
294,Liar Liar (1997),[4]
295,Breakdown (1997),"[0, 15]"
296,"Promesse, La (1996)",[7]
297,Ulee's Gold (1997),[7]
298,Face/Off (1997),"[0, 14, 15]"
299,Hoodlum (1997),"[5, 7, 9]"
300,Air Force One (1997),"[0, 15]"
301,In & Out (1997),[4]
302,L.A. Confidential (1997),"[5, 9, 12, 15]"
303,Ulee's Gold (1997),[7]
304,Fly Away Home (1996),"[1, 3]"
305,"Ice Storm, The (1997)",[7]
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","[7, 13]"
307,"Devil's Advocate, The (1997)","[5, 10, 12, 15]"
308,FairyTale: A True Story (1997),"[3, 7, 8]"
309,Deceiver (1997),[5]
310,"Rainmaker, The (1997)",[7]
311,"Wings of the Dove, The (1997)","[7, 13, 15]"
312,Midnight in the Garden of Good and Evil (1997),"[4, 5, 7, 12]"
313,Titanic (1997),"[0, 7, 13]"
314,3 Ninjas: High Noon At Mega Mountain (1998),"[0, 3]"
315,Apt Pupil (1998),"[7, 15]"
316,As Good As It Gets (1997),"[4, 7]"
317,In the Name of the Father (1993),[7]
318,Schindler's List (1993),"[7, 16]"
319,Everyone Says I Love You (1996),"[4, 11, 13]"
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),[6]
321,Mother (1996),[4]
322,Murder at 1600 (1997),"[12, 15]"
323,Dante's Peak (1997),"[0, 15]"
324,Lost Highway (1997),[12]
325,Crash (1996),"[7, 15]"
326,G.I. Jane (1997),"[0, 7, 16]"
327,Cop Land (1997),"[5, 7, 12]"
328,Conspiracy Theory (1997),"[0, 12, 13, 15]"
329,Desperate Measures (1998),"[5, 7, 15]"
330,187 (1997),[7]
331,"Edge, The (1997)","[1, 15]"
332,Kiss the Girls (1997),"[5, 7, 15]"
333,"Game, The (1997)","[12, 15]"
334,U Turn (1997),"[0, 5, 12]"
335,How to Be a Player (1997),[4]
336,Playing God (1997),"[5, 15]"
337,"House of Yes, The (1997)","[4, 7, 15]"
338,Bean (1997),[4]
339,Mad City (1997),"[0, 7]"
340,Boogie Nights (1997),[7]
341,Critical Care (1997),[4]
342,"Man Who Knew Too Little, The (1997)","[4, 12]"
343,Alien: Resurrection (1997),"[0, 10, 14]"
344,"Apostle, The (1997)",[7]
345,Deconstructing Harry (1997),"[4, 7]"
346,Jackie Brown (1997),"[5, 7]"
347,Wag the Dog (1997),"[4, 7]"
348,Desperate Measures (1998),"[5, 7, 15]"
349,Hard Rain (1998),"[0, 15]"
350,Fallen (1998),"[0, 12, 15]"
351,"Prophecy II, The (1998)",[10]
352,Spice World (1997),"[4, 11]"
353,Deep Rising (1998),"[0, 10, 14]"
354,"Wedding Singer, The (1998)","[4, 13]"
355,Sphere (1998),"[1, 14, 15]"
356,"Client, The (1994)","[7, 12, 15]"
357,One Flew Over the Cuckoo's Nest (1975),[7]
358,Spawn (1997),"[0, 1, 14, 15]"
359,"Assignment, The (1997)",[15]
360,Wonderland (1997),[6]
361,Incognito (1997),"[5, 15]"
362,Blues Brothers 2000 (1998),"[0, 4, 11]"
363,Sudden Death (1995),[0]
364,Ace Ventura: When Nature Calls (1995),[4]
365,Powder (1995),[7]
366,Dangerous Minds (1995),[7]
367,Clueless (1995),[4]
368,Bio-Dome (1996),[4]
369,Black Sheep (1996),[4]
370,Mary Reilly (1996),"[7, 15]"
371,"Bridges of Madison County, The (1995)","[7, 13]"
372,Jeffrey (1995),[4]
373,Judge Dredd (1995),"[0, 1, 14]"
374,Mighty Morphin Power Rangers: The Movie (1995),"[0, 3]"
375,Showgirls (1995),[7]
376,Houseguest (1994),[4]
377,Heavyweights (1994),"[3, 4]"
378,Miracle on 34th Street (1994),[7]
379,Tales From the Crypt Presents: Demon Knight (1995),[10]
380,Star Trek: Generations (1994),"[0, 1, 14]"
381,Muriel's Wedding (1994),"[4, 13]"
382,"Adventures of Priscilla, Queen of the Desert, The (1994)","[4, 7]"
383,"Flintstones, The (1994)","[3, 4]"
384,Naked Gun 33 1/3: The Final Insult (1994),[4]
385,True Lies (1994),"[0, 1, 4, 13]"
386,Addams Family Values (1993),[4]
387,"Age of Innocence, The (1993)",[7]
388,Beverly Hills Cop III (1994),"[0, 4]"
389,Black Beauty (1994),"[1, 3]"
390,Fear of a Black Hat (1993),[4]
391,Last Action Hero (1993),"[0, 4]"
392,"Man Without a Face, The (1993)",[7]
393,Mrs. Doubtfire (1993),[4]
394,Radioland Murders (1994),"[4, 12, 13]"
395,Robin Hood: Men in Tights (1993),[4]
396,Serial Mom (1994),"[4, 5, 10]"
397,Striking Distance (1993),[0]
398,Super Mario Bros. (1993),"[0, 1, 3, 14]"
399,"Three Musketeers, The (1993)","[0, 1, 4]"
400,"Little Rascals, The (1994)","[3, 4]"
401,"Brady Bunch Movie, The (1995)",[4]
402,Ghost (1990),"[4, 13, 15]"
403,Batman (1989),"[0, 1, 5, 7]"
404,Pinocchio (1940),"[2, 3]"
405,Mission: Impossible (1996),"[0, 1, 12]"
406,Thinner (1996),"[10, 15]"
407,Spy Hard (1996),[4]
408,"Close Shave, A (1995)","[2, 4, 15]"
409,Jack (1996),"[4, 7]"
410,Kingpin (1996),[4]
411,"Nutty Professor, The (1996)","[4, 8, 13, 14]"
412,"Very Brady Sequel, A (1996)",[4]
413,Tales from the Crypt Presents: Bordello of Blood (1996),[10]
414,My Favorite Year (1982),[4]
415,"Apple Dumpling Gang, The (1975)","[3, 4, 17]"
416,Old Yeller (1957),"[3, 7]"
417,"Parent Trap, The (1961)","[3, 7]"
418,Cinderella (1950),"[2, 3, 11]"
419,Mary Poppins (1964),"[3, 4, 11]"
420,Alice in Wonderland (1951),"[2, 3, 11]"
421,William Shakespeare's Romeo and Juliet (1996),"[7, 13]"
422,Aladdin and the King of Thieves (1996),"[2, 3, 4]"
423,E.T. the Extra-Terrestrial (1982),"[3, 7, 8, 14]"
424,Children of the Corn: The Gathering (1996),[10]
425,Bob Roberts (1992),[4]
426,"Transformers: The Movie, The (1986)","[0, 2, 3, 14, 15, 16]"
427,To Kill a Mockingbird (1962),[7]
428,Harold and Maude (1971),[4]
429,"Day the Earth Stood Still, The (1951)","[7, 14]"
430,Duck Soup (1933),"[4, 16]"
431,Highlander (1986),"[0, 1]"
432,Fantasia (1940),"[2, 3, 11]"
433,Heathers (1989),[4]
434,Forbidden Planet (1956),[14]
435,Butch Cassidy and the Sundance Kid (1969),"[0, 4, 17]"
436,"American Werewolf in London, An (1981)",[10]
437,Amityville 1992: It's About Time (1992),[10]
438,Amityville 3-D (1983),[10]
439,Amityville: A New Generation (1993),[10]
440,Amityville II: The Possession (1982),[10]
441,"Amityville Horror, The (1979)",[10]
442,"Amityville Curse, The (1990)",[10]
443,"Birds, The (1963)",[10]
444,"Blob, The (1958)","[10, 14]"
445,"Body Snatcher, The (1945)",[10]
446,Burnt Offerings (1976),[10]
447,Carrie (1976),[10]
448,"Omen, The (1976)",[10]
449,Star Trek: The Motion Picture (1979),"[0, 1, 14]"
450,Star Trek V: The Final Frontier (1989),"[0, 1, 14]"
451,Grease (1978),"[4, 11, 13]"
452,Jaws 2 (1978),"[0, 10]"
453,Jaws 3-D (1983),"[0, 10]"
454,Bastard Out of Carolina (1996),[7]
455,Jackie Chan's First Strike (1996),[0]
456,Beverly Hills Ninja (1997),"[0, 4]"
457,Free Willy 3: The Rescue (1997),"[1, 3, 7]"
458,Nixon (1995),[7]
459,"Cry, the Beloved Country (1995)",[7]
460,"Crossing Guard, The (1995)",[7]
461,Smoke (1995),[7]
462,Like Water For Chocolate (Como agua para chocolate) (1992),"[7, 13]"
463,"Secret of Roan Inish, The (1994)",[1]
464,Vanya on 42nd Street (1994),[7]
465,"Jungle Book, The (1994)","[1, 3, 13]"
466,Red Rock West (1992),[15]
467,"Bronx Tale, A (1993)",[7]
468,Rudy (1993),[7]
469,Short Cuts (1993),[7]
470,Tombstone (1993),[17]
471,Courage Under Fire (1996),"[7, 16]"
472,Dragonheart (1996),"[0, 1, 8]"
473,James and the Giant Peach (1996),"[2, 3, 11]"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"[14, 16]"
475,Trainspotting (1996),[7]
476,"First Wives Club, The (1996)",[4]
477,Matilda (1996),"[3, 4]"
478,"Philadelphia Story, The (1940)","[4, 13]"
479,Vertigo (1958),"[12, 15]"
480,North by Northwest (1959),"[4, 15]"
481,"Apartment, The (1960)","[4, 7]"
482,Some Like It Hot (1959),"[4, 5]"
483,Casablanca (1942),"[7, 13, 16]"
484,"Maltese Falcon, The (1941)","[9, 12]"
485,My Fair Lady (1964),"[11, 13]"
486,Sabrina (1954),"[4, 13]"
487,Roman Holiday (1953),"[4, 13]"
488,Sunset Blvd. (1950),[9]
489,Notorious (1946),"[9, 13, 15]"
490,To Catch a Thief (1955),"[4, 13, 15]"
491,"Adventures of Robin Hood, The (1938)","[0, 1]"
492,East of Eden (1955),[7]
493,"Thin Man, The (1934)",[12]
494,His Girl Friday (1940),[4]
495,Around the World in 80 Days (1956),"[1, 4]"
496,It's a Wonderful Life (1946),[7]
497,Bringing Up Baby (1938),[4]
498,"African Queen, The (1951)","[0, 1, 13, 16]"
499,Cat on a Hot Tin Roof (1958),[7]
500,Fly Away Home (1996),"[1, 3]"
501,Dumbo (1941),"[2, 3, 11]"
502,Bananas (1971),"[4, 16]"
503,"Candidate, The (1972)",[7]
504,Bonnie and Clyde (1967),"[5, 7]"
505,Dial M for Murder (1954),"[12, 15]"
506,Rebel Without a Cause (1955),[7]
507,"Streetcar Named Desire, A (1951)",[7]
508,"People vs. Larry Flynt, The (1996)",[7]
509,My Left Foot (1989),[7]
510,"Magnificent Seven, The (1954)","[0, 7, 17]"
511,Lawrence of Arabia (1962),"[1, 16]"
512,Wings of Desire (1987),"[4, 7, 13]"
513,"Third Man, The (1949)","[12, 15]"
514,Annie Hall (1977),"[4, 13]"
515,"Boot, Das (1981)","[0, 7, 16]"
516,Local Hero (1983),[4]
517,Manhattan (1979),"[4, 7, 13]"
518,Miller's Crossing (1990),[7]
519,"Treasure of the Sierra Madre, The (1948)",[1]
520,"Great Escape, The (1963)","[1, 16]"
521,"Deer Hunter, The (1978)","[7, 16]"
522,Down by Law (1986),"[4, 7]"
523,Cool Hand Luke (1967),"[4, 7]"
524,"Great Dictator, The (1940)",[4]
525,"Big Sleep, The (1946)","[9, 12]"
526,Ben-Hur (1959),"[0, 1, 7]"
527,Gandhi (1982),[7]
528,"Killing Fields, The (1984)","[7, 16]"
529,My Life as a Dog (Mitt liv som hund) (1985),[7]
530,"Man Who Would Be King, The (1975)",[1]
531,Shine (1996),"[7, 13]"
532,Kama Sutra: A Tale of Love (1996),[13]
533,"Daytrippers, The (1996)",[12]
534,Traveller (1997),[7]
535,Addicted to Love (1997),"[4, 13]"
536,Ponette (1996),[7]
537,My Own Private Idaho (1991),[7]
538,Anastasia (1997),"[2, 3, 11]"
539,Mouse Hunt (1997),"[3, 4]"
540,Money Train (1995),[0]
541,Mortal Kombat (1995),"[0, 1]"
542,Pocahontas (1995),"[2, 3, 11, 13]"
543,"Misérables, Les (1995)","[7, 11]"
544,Things to Do in Denver when You're Dead (1995),"[5, 7, 13]"
545,Vampire in Brooklyn (1995),"[4, 13]"
546,Broken Arrow (1996),"[0, 15]"
547,"Young Poisoner's Handbook, The (1995)",[5]
548,"NeverEnding Story III, The (1994)","[3, 8]"
549,Rob Roy (1995),"[7, 13, 16]"
550,Die Hard: With a Vengeance (1995),"[0, 15]"
551,Lord of Illusions (1995),[10]
552,Species (1995),[14]
553,"Walk in the Clouds, A (1995)","[7, 13]"
554,Waterworld (1995),"[0, 1]"
555,White Man's Burden (1995),[7]
556,Wild Bill (1995),[17]
557,Farinelli: il castrato (1994),"[7, 11]"
558,Heavenly Creatures (1994),"[7, 8, 15]"
559,Interview with the Vampire (1994),"[7, 10]"
560,"Kid in King Arthur's Court, A (1995)","[1, 3, 4, 8, 13, 14]"
561,Mary Shelley's Frankenstein (1994),"[7, 10]"
562,"Quick and the Dead, The (1995)","[0, 1, 17]"
563,Stephen King's The Langoliers (1995),[10]
564,Tales from the Hood (1995),"[4, 10]"
565,Village of the Damned (1995),"[10, 15]"
566,Clear and Present Danger (1994),"[0, 1, 15]"
567,Wes Craven's New Nightmare (1994),[10]
568,Speed (1994),"[0, 13, 15]"
569,Wolf (1994),"[7, 10]"
570,Wyatt Earp (1994),[17]
571,Another Stakeout (1993),"[4, 15]"
572,Blown Away (1994),"[0, 15]"
573,Body Snatchers (1993),"[10, 14, 15]"
574,Boxing Helena (1993),"[12, 13, 15]"
575,City Slickers II: The Legend of Curly's Gold (1994),"[4, 17]"
576,Cliffhanger (1993),"[0, 1, 5]"
577,Coneheads (1993),"[4, 14]"
578,Demolition Man (1993),"[0, 14]"
579,Fatal Instinct (1993),[4]
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","[4, 13]"
581,Kalifornia (1993),"[7, 15]"
582,"Piano, The (1993)","[7, 13]"
583,Romeo Is Bleeding (1993),"[5, 15]"
584,"Secret Garden, The (1993)","[3, 7]"
585,Son in Law (1993),[4]
586,Terminal Velocity (1994),[0]
587,"Hour of the Pig, The (1993)","[7, 12]"
588,Beauty and the Beast (1991),"[2, 3, 11]"
589,"Wild Bunch, The (1969)",[17]
590,Hellraiser: Bloodline (1996),"[0, 10, 14]"
591,Primal Fear (1996),"[7, 15]"
592,True Crime (1995),"[12, 15]"
593,Stalingrad (1993),[16]
594,Heavy (1995),"[7, 13]"
595,"Fan, The (1996)",[15]
596,"Hunchback of Notre Dame, The (1996)","[2, 3, 11]"
597,Eraser (1996),"[0, 15]"
598,"Big Squeeze, The (1996)","[4, 7]"
599,Police Story 4: Project S (Chao ji ji hua) (1993),[0]
600,Daniel Defoe's Robinson Crusoe (1996),[3]
601,For Whom the Bell Tolls (1943),"[1, 16]"
602,"American in Paris, An (1951)","[11, 13]"
603,Rear Window (1954),"[12, 15]"
604,It Happened One Night (1934),[4]
605,Meet Me in St. Louis (1944),[11]
606,All About Eve (1950),[7]
